epoch, loss(train), loss(val)
1, 0.083907, 0.081955
2, 0.068132, 0.065991
3, 0.064358, 0.062997
4, 0.061868, 0.060734
5, 0.060204, 0.059312
6, 0.059414, 0.058558
7, 0.059107, 0.058340
8, 0.058650, 0.058108
9, 0.058586, 0.058022
10, 0.058222, 0.057530
11, 0.057032, 0.056690
12, 0.056028, 0.056090
13, 0.055813, 0.055851
14, 0.055829, 0.055917
15, 0.055897, 0.055976
16, 0.056135, 0.056123
17, 0.056230, 0.056183
18, 0.056125, 0.056139
19, 0.055650, 0.055800
20, 0.054972, 0.055264
21, 0.054440, 0.054758
22, 0.053841, 0.054197
23, 0.053537, 0.053910
24, 0.053408, 0.053739
25, 0.053226, 0.053595
26, 0.053119, 0.053496
27, 0.052935, 0.053418
28, 0.052792, 0.053326
29, 0.052685, 0.053225
30, 0.052581, 0.053122
31, 0.052482, 0.052982
32, 0.052412, 0.052856
33, 0.052346, 0.052704
34, 0.052295, 0.052583
35, 0.052348, 0.052517
36, 0.052433, 0.052474
37, 0.052447, 0.052436
38, 0.052484, 0.052398
39, 0.052436, 0.052350
40, 0.052317, 0.052269
41, 0.052149, 0.052165
42, 0.051951, 0.052058
43, 0.051784, 0.051979
44, 0.051669, 0.051930
45, 0.051619, 0.051897
46, 0.051569, 0.051867
47, 0.051530, 0.051850
48, 0.051510, 0.051823
49, 0.051496, 0.051809
50, 0.051463, 0.051780
51, 0.051449, 0.051762
52, 0.051398, 0.051743
53, 0.051360, 0.051725
54, 0.051305, 0.051718
55, 0.051258, 0.051707
56, 0.051204, 0.051714
57, 0.051156, 0.051728
58, 0.051121, 0.051750
59, 0.051093, 0.051791
60, 0.051078, 0.051821
61, 0.051071, 0.051861
62, 0.051062, 0.051875
63, 0.051061, 0.051915
64, 0.051050, 0.051913
65, 0.051034, 0.051904
66, 0.051013, 0.051877
67, 0.050995, 0.051856
68, 0.050979, 0.051836
69, 0.050962, 0.051815
70, 0.050948, 0.051795
71, 0.050935, 0.051775
72, 0.050922, 0.051754
73, 0.050911, 0.051733
74, 0.050903, 0.051725
75, 0.050895, 0.051708
76, 0.050888, 0.051702
77, 0.050882, 0.051694
78, 0.050876, 0.051685
79, 0.050870, 0.051676
80, 0.050866, 0.051670
81, 0.050862, 0.051671
82, 0.050857, 0.051659
83, 0.050854, 0.051658
84, 0.050850, 0.051653
85, 0.050846, 0.051647
86, 0.050843, 0.051643
87, 0.050840, 0.051639
88, 0.050838, 0.051637
89, 0.050836, 0.051631
90, 0.050833, 0.051629
91, 0.050832, 0.051632
92, 0.050830, 0.051625
93, 0.050828, 0.051624
94, 0.050826, 0.051620
95, 0.050825, 0.051621
96, 0.050824, 0.051618
97, 0.050822, 0.051618
98, 0.050821, 0.051615
99, 0.050820, 0.051617
100, 0.050819, 0.051613
101, 0.050818, 0.051613
102, 0.050817, 0.051612
103, 0.050816, 0.051608
104, 0.050815, 0.051608
105, 0.050815, 0.051608
106, 0.050814, 0.051608
107, 0.050814, 0.051607
108, 0.050813, 0.051606
109, 0.050812, 0.051606
110, 0.050812, 0.051606
111, 0.050812, 0.051606
112, 0.050811, 0.051607
113, 0.050811, 0.051604
114, 0.050810, 0.051604
115, 0.050810, 0.051604
116, 0.050810, 0.051603
117, 0.050809, 0.051603
118, 0.050809, 0.051603
119, 0.050809, 0.051602
120, 0.050809, 0.051603
121, 0.050808, 0.051602
